,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HPE,0.0
1,Marseille,2020,HCH,0.0
2,Marseille,2020,HPH,0.0
3,Marseille,2020,HCE,0.0
4,Marseille,2020,P,0.0
5,Marseille,2030,HPE,1597.8246438738997
6,Marseille,2030,HCH,1597.8246438738997
7,Marseille,2030,HPH,1597.8246438738997
8,Marseille,2030,HCE,1597.8246438738997
9,Marseille,2030,P,1546.363243937202
10,Marseille,2040,HPE,2765.490674154773
11,Marseille,2040,HCH,2765.490674154773
12,Marseille,2040,HPH,2765.490674154773
13,Marseille,2040,HCE,2765.490674154773
14,Marseille,2040,P,2720.340674154773
15,Marseille,2050,HPE,2762.5328357936037
16,Marseille,2050,HCH,2762.5328357936037
17,Marseille,2050,HPH,2762.5328357936037
18,Marseille,2050,HCE,2762.5328357936037
19,Marseille,2050,P,2605.383615306169
