,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HPE,0.0
1,Marseille,2020,HCH,0.0
2,Marseille,2020,HPH,0.0
3,Marseille,2020,HCE,0.0
4,Marseille,2020,P,0.0
5,Marseille,2030,HPE,0.0
6,Marseille,2030,HCH,1.1470555221513473e-13
7,Marseille,2030,HPH,1.1470555221513473e-13
8,Marseille,2030,HCE,0.0
9,Marseille,2030,P,0.0
10,Marseille,2040,HPE,0.0
11,Marseille,2040,HCH,0.0
12,Marseille,2040,HPH,0.0
13,Marseille,2040,HCE,0.0
14,Marseille,2040,P,0.0
15,Marseille,2050,HPE,1603.2351059961345
16,Marseille,2050,HCH,1603.2351059961345
17,Marseille,2050,HPH,1603.2351059961345
18,Marseille,2050,HCE,1603.2351059961345
19,Marseille,2050,P,1602.7901952096915
