,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HPE,0.0
1,Marseille,2020,HCH,0.0
2,Marseille,2020,P,0.0
3,Marseille,2020,HCE,0.0
4,Marseille,2020,HPH,0.0
5,Marseille,2030,HPE,-9.947598300641411e-17
6,Marseille,2030,HCH,-9.947598300641411e-17
7,Marseille,2030,P,0.0
8,Marseille,2030,HCE,-9.947598300641411e-17
9,Marseille,2030,HPH,-9.947598300641411e-17
10,Marseille,2040,HPE,2350.981513228988
11,Marseille,2040,HCH,2350.981513228988
12,Marseille,2040,P,2339.739938643353
13,Marseille,2040,HCE,2350.981513228988
14,Marseille,2040,HPH,2350.981513228988
15,Marseille,2050,HPE,2925.753528066475
16,Marseille,2050,HCH,2925.753528066475
17,Marseille,2050,P,2865.1294139009997
18,Marseille,2050,HCE,2925.753528066475
19,Marseille,2050,HPH,2925.753528066475
