,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,P,0.0
1,Marseille,2020,HCH,0.0
2,Marseille,2020,HPH,0.0
3,Marseille,2020,HCE,0.0
4,Marseille,2020,HPE,0.0
5,Marseille,2030,P,0.0
6,Marseille,2030,HCH,0.0
7,Marseille,2030,HPH,0.0
8,Marseille,2030,HCE,0.0
9,Marseille,2030,HPE,0.0
10,Marseille,2040,P,1560.5610142141231
11,Marseille,2040,HCH,1561.2268841030939
12,Marseille,2040,HPH,1561.2268841030939
13,Marseille,2040,HCE,1561.2268841030939
14,Marseille,2040,HPE,1561.2268841030939
15,Marseille,2050,P,3161.896411998331
16,Marseille,2050,HCH,3195.2852294201407
17,Marseille,2050,HPH,3195.2852294201407
18,Marseille,2050,HCE,3195.2852294201407
19,Marseille,2050,HPE,3195.2852294201407
