,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HPE,0.0
1,Marseille,2020,HCH,0.0
2,Marseille,2020,HPH,0.0
3,Marseille,2020,HCE,0.0
4,Marseille,2020,P,0.0
5,Marseille,2030,HPE,1026.0835225925653
6,Marseille,2030,HCH,1026.0835225925653
7,Marseille,2030,HPH,1026.0835225925653
8,Marseille,2030,HCE,1026.0835225925653
9,Marseille,2030,P,1000.0121116300108
10,Marseille,2040,HPE,2641.790621950003
11,Marseille,2040,HCH,2641.790621950003
12,Marseille,2040,HPH,2641.790621950003
13,Marseille,2040,HCE,2641.790621950003
14,Marseille,2040,P,2590.190621950003
15,Marseille,2050,HPE,2751.174732662528
16,Marseille,2050,HCH,2751.174732662528
17,Marseille,2050,HPH,2751.174732662528
18,Marseille,2050,HCE,2751.174732662528
19,Marseille,2050,P,2592.9340893832064
