,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HPE,0.0
1,Marseille,2020,HCH,0.0
2,Marseille,2020,HPH,0.0
3,Marseille,2020,HCE,0.0
4,Marseille,2020,P,0.0
5,Marseille,2030,HPE,0.0
6,Marseille,2030,HCH,-8.304798859378801e-15
7,Marseille,2030,HPH,-8.304798859378801e-15
8,Marseille,2030,HCE,0.0
9,Marseille,2030,P,0.0
10,Marseille,2040,HPE,9.35826830957784
11,Marseille,2040,HCH,9.35826830957784
12,Marseille,2040,HPH,9.35826830957784
13,Marseille,2040,HCE,9.35826830957784
14,Marseille,2040,P,9.329748851919042
15,Marseille,2050,HPE,1650.085393675786
16,Marseille,2050,HCH,1650.085393675786
17,Marseille,2050,HPH,1650.085393675786
18,Marseille,2050,HCE,1650.085393675786
19,Marseille,2050,P,1623.199956421673
