,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HPE,0.0
1,Marseille,2020,HCH,0.0
2,Marseille,2020,P,0.0
3,Marseille,2020,HCE,0.0
4,Marseille,2020,HPH,0.0
5,Marseille,2030,HPE,-7.105427357601002e-15
6,Marseille,2030,HCH,-7.105427357601002e-15
7,Marseille,2030,P,0.0
8,Marseille,2030,HCE,-7.105427357601002e-15
9,Marseille,2030,HPH,-7.105427357601002e-15
10,Marseille,2040,HPE,133.32583213167956
11,Marseille,2040,HCH,133.32583213167956
12,Marseille,2040,P,128.02583213167955
13,Marseille,2040,HCE,133.32583213167956
14,Marseille,2040,HPH,133.32583213167956
15,Marseille,2050,HPE,1631.0754989590803
16,Marseille,2050,HCH,1631.0754989590803
17,Marseille,2050,P,1585.77549895908
18,Marseille,2050,HCE,1631.0754989590803
19,Marseille,2050,HPH,1631.0754989590803
